id,name,hasArtwork,city,distict,address1,address2,postalCode,latitude,longitude,closeTime,openTime
1754,广州东山锦轩店,FALSE,广州市,农林下路46号东山锦轩大厦首层A6号铺,NA,NA,510080,23.12544,113.295925,22:30:00,07:00:00
1756,昆山吉田国际店,FALSE,苏州市,开发区,吉田国际,柏庐南路999号商业街商铺1号,215300,31.351065,120.960945,21:00:00,07:00:00
1760,北京世茂大厦店,FALSE,北京市,朝阳区,NA,建国路甲92号北京世茂大厦首层102#单元,100025,39.907744,116.470869,21:00:00,07:00:00
19011,北京LG大厦店,FALSE,北京市,朝阳区,北京双子座大厦首层L118,建国门外大街乙12号,NA,39.907418,116.449021,21:00:00,07:00:00
19062,北京赛特奥特莱斯店,FALSE,北京市,朝阳区,NA,香江北路28号2-023,100102,40.036079,116.505626,21:30:00,10:00:00
19078,北京财富购物中心店,FALSE,北京市,朝阳区,NA,东三环中路7号院7楼1-31号,100020,39.917756,116.457997,21:30:00,07:30:00
19156,西安赛高金花店,FALSE,西安市,北部经济技术开发区,赛高国际金花百货一层,凤城五路与未央大道交叉处,710000,34.328704,108.946014,22:30:00,08:00:00
19171,东莞厚街天虹店,FALSE,东莞市,厚街镇,天虹商场一层1003号铺,教育路与东风路交汇处,NA,22.937215,113.663918,21:00:00,08:00:00
19175,北京赛特购物中心店,FALSE,北京市,朝阳区,赛特购物中心地下一层扶梯东侧,建国门外大街22号,100004,39.90763,116.441725,21:00:00,10:00:00
19181,无锡万达店,FALSE,无锡市,滨湖区,万达广场,梁溪路35号,214000,31.562822,120.266422,22:30:00,07:30:00
19239,深圳欢乐颂店,FALSE,深圳市,南山区,欢乐颂购物广场一层F0-1号铺,南新路3022号,518052,22.535393,113.920226,23:00:00,07:30:00
19388,武汉万达广场店,FALSE,武汉市,新华西路与新华下路交汇处,NA,菱角湖万达广场1楼,430072,30.609276,114.267683,22:30:00,07:30:00
19397,大悦城店,FALSE,上海市,上海市静安区,NA,曲阜路180号南座3楼中庭,200001,31.242977,121.472054,22:00:00,10:00:00
19430,福州万达广场店,FALSE,福州市,台江区,金融街万达广场,鳌江路8号,350009,26.051814,119.34303,23:00:00,07:30:00
1838,正大广场3F店,FALSE,上海市,浦东新区,正大广场,陆家嘴西路168号3F,200120,31.236746,121.499207,22:00:00,10:00:00
1840,西安骡马市店,FALSE,西安市,东大街骡马市1号兴正元百货一楼,NA,NA,710001,34.259182,108.950434,23:30:00,07:30:00
1843,金丰路店,FALSE,上海市,闵行区,金丰路,金丰路447号,200080,31.203249,121.284729,21:30:00,06:30:00
1844,青岛颐和国际店,FALSE,青岛市,香港中路10号颐和国际一层102,NA,NA,266071,36.065044,120.381809,21:30:00,07:00:00
1850,深圳购书中心店,FALSE,深圳市,福田区,深圳购书中心一楼101-103号,深南中路中核大厦,518000,22.541381,114.095747,22:30:00,07:00:00
1852,青浦赵巷店,FALSE,上海市,青浦区,青浦区赵巷休闲场所,沪青平公路2888号B区101室,201703,31.15431,121.227707,21:00:00,09:00:00
1876,无锡软件园店,FALSE,无锡市,新区,无锡软件园,长江路16号一层8102室,214028,31.539303,120.360274,20:30:00,07:00:00
1879,宝山安信店,FALSE,上海市,宝山区,宝山安信,牡丹江路1238号-B区-106室,200940,31.392876,121.489021,22:00:00,07:00:00
1898,深圳南海意库店,FALSE,深圳市,南山区,南海意库1栋102B,蛇口兴华路,518067,22.485763,113.916782,21:30:00,07:00:00
1899,嘉汇店,FALSE,上海市,徐汇区,美城天地,天钥桥路323号,200030,31.188574,121.442177,23:00:00,07:00:00
1900,西郊友谊店,FALSE,上海市,长宁区,百联西郊购物中心,仙霞西路88号,200335,31.208954,121.369309,22:00:00,07:00:00
1915,外高桥店,FALSE,上海市,浦东新区,外高桥,高桥保税区加枫路24号,200051,31.313838,121.605681,19:00:00,07:00:00
1917,广州中华广场店,FALSE,广州市,中山三路33号中华广场负一层A23号铺,NA,NA,510055,23.126383,113.282999,22:00:00,10:00:00
1921,北京新族大厦店,FALSE,北京市,朝阳区,新族大厦首层1B,日坛路6号,NA,39.909587,116.441234,21:30:00,07:00:00
1930,北京首都国际机场3店,FALSE,北京市,顺义区,NA,首都国际机场2号航站楼国际隔离区内,100621,40.077836,116.595125,00:00:00,00:00:00
1932,正大广场1F店,FALSE,上海市,浦东新区,正大广场,陆家嘴西路168号1F,NA,31.237024,121.498893,22:00:00,07:00:00
1934,北京大恒科技大厦店,FALSE,北京市,海淀区,大恒科技大厦首层,苏州街3号，+C148,100080,39.982554,116.305401,21:00:00,07:30:00
1949,东莞厚街康乐南店,FALSE,东莞市,厚街镇康乐南路112号康华城首、二楼,NA,NA,523960,22.929815,113.663294,22:30:00,07:30:00
1950,北京海润店,FALSE,北京市,朝阳区,海润国际公寓底商1层,机场辅路将台路甲2号,100102,39.976404,116.483227,21:30:00,07:30:00
1955,重庆沙坪坝店,FALSE,重庆市,沙坪坝区,王府井百货1楼,三角碑转盘小新街49号,NA,29.557161,106.463724,23:00:00,07:30:00
68946,杭州北山路店,FALSE,杭州市,西湖区,NA,北山街87号-5,310000,30.252087,120.13251700000001,22:30:00,07:00:00
69040,舟山凯虹广场店,FALSE,舟山市,普陀区,凯虹广场,兴普大道288号,316100,29.966126,122.318475,22:00:00,07:00:00
69712,宁波慈溪银泰店,FALSE,宁波市,浒山街道,银泰,青少年宫南路99号,315300,30.170827,121.248146,22:30:00,07:30:00
69754,武汉经开万达店,FALSE,武汉市,沌口开发区,NA,龙阳大道经开万达购物广场,430000,30.507154,114.173982,22:00:00,08:00:00
69914,北京工体北路店,FALSE,北京市,朝阳区,北京世茂百货F1层E103,工人体育场北路13号,NA,39.935576,116.449851,22:00:00,07:30:00
69917,成都科华王府井店,FALSE,成都市,武侯区,王府井商城1F,科华中路9号,610000,30.618748,104.076405,22:30:00,07:30:00
69919,厦门世贸商城店,FALSE,厦门市,思明区,世界贸易中心B栋一层,厦禾路882-888号,NA,24.468015,118.113429,23:00:00,07:30:00
69922,中山喜来登店,FALSE,中山市,西区,北喜来登酒店1层01单元,西堤路岐江公园,528403,22.519694,113.365362,22:30:00,07:00:00
86953,中远两湾城店,FALSE,上海市,普陀区,中远两湾城,中潭路71号,200061,31.252337,121.442635,22:00:00,07:00:00
1769,西藏路店,FALSE,上海市,黄浦区,NA,西藏中路289号,200001,31.233229,121.474857,22:00:00,07:00:00
1781,成都华侨城店,FALSE,成都市,金牛区,华侨城公园广场内一层商业街C3101-C3102,沙西线交大立交外侧,610036,30.720015,104.038546,21:30:00,08:30:00
1789,南京江苏电视台店,FALSE,南京市,玄武区,“江苏广电城大厦”裙楼区一层,北京东路4号,210008,32.057198,118.786003,22:00:00,07:00:00
1802,宁波波特曼店,FALSE,宁波市,江东区,波特曼,彩虹北路42号,NA,29.865626,121.569468,22:30:00,07:00:00
1810,广州新光百货店,FALSE,广州市,康王中路666号新光城市广场首、二层,NA,NA,510140,23.124394,113.24762,NA,NA
1829,东莞常平星汇店,FALSE,东莞市,常平镇常平大道星汇中心首层,NA,NA,523000,22.969362,113.999884,23:00:00,07:30:00
65761,五角场万达影城店,FALSE,上海市,杨浦区,上海五角场万达商业广场万达影城,国宾路58号3楼,200001,31.300917,121.512978,22:30:00,09:00:00
66009,济南恒隆店,FALSE,济南市,历下区,济南恒隆广场店一层177号,泉城路188号,250011,36.663156,117.023702,22:30:00,08:00:00
68269,莘庄龙之梦店,FALSE,上海市,闵行区,莘庄凯德龙之梦1楼01-27号,沪闵路6088号,201100,31.108145,121.377701,22:00:00,08:00:00
68285,北京首都国际机场7店,FALSE,北京市,顺义区,NA,首都国际机场三号航站楼国际隔离区B2W13,100621,40.075936,116.612277,00:00:00,00:00:00
68794,合肥财富广场店,FALSE,合肥市,庐阳区,财富广场三期一楼101,濉溪路278号,230041,31.878629,117.267971,21:30:00,08:00:00
68881,长沙步步高店,FALSE,长沙市,岳麓区,NA,金星大道与桐梓坡路交汇处东北角,410000,28.218657,112.935235,22:30:00,07:30:00
68885,郑州国贸360广场店,FALSE,郑州市,花园路39号,NA,国贸360广场4号楼1层,450000,34.785115,113.681397,23:00:00,08:00:00
19452,重庆机场店,FALSE,重庆市,重庆市渝北区渝航路重庆江北机场T2A号航站楼国内出发安检内内A支廊,NA,NA,401147,29.713062999999998,106.636817,21:00:00,07:30:00
19461,成山路店,FALSE,上海市,浦东新区,巴黎春天,成山路1993号1F,200001,31.178668,121.534592,22:30:00,07:00:00
20081,金华银泰店,FALSE,金华市,婺城区,金华银泰天地一楼,解放东路168号,321000,29.103354,119.654554,23:00:00,07:00:00
20188,青岛阳光店,FALSE,青岛市,香港中路38号,NA,NA,266071,36.065355,120.390637,21:00:00,06:30:00
32170,北京东城区金宝大厦店,FALSE,北京市,东城区,金宝大厦写字楼一层04商铺,金宝街89号,100005,39.91615,116.419401,21:30:00,06:30:00
18832,又一城店,FALSE,上海市,杨浦区,百联又一城,凇沪路8号,200001,31.301737,121.515511,22:00:00,07:00:00
18834,广州维多利广场店,FALSE,广州市,广州市天河区,维多利广场负一层001二单元,体育西路101号,510620,23.13477,113.321107,23:00:00,07:30:00
18844,武汉花园道店,FALSE,武汉市,江汉区,NA,青年路308号花园道1楼,430020,30.595701,114.265848,22:30:00,07:30:00
18904,佛山大良东乐路店,FALSE,佛山市,顺德区,深国投商业广场新一城首层01-46,大良东乐路,528300,22.834496,113.270446,23:00:00,07:30:00
18921,大连和平广场店,FALSE,大连市,沙河口区,NA,高尔基路687号1层6号01-58号,11021,38.896184,121.5888,22:00:00,07:00:00
1006468,重庆金港国际店,FALSE,重庆市,渝北区,一层,渝北区胜利路金港国际,40000,29.716072,106.632062,21:30:00,07:30:00
1006477,嘉兴海宁银泰城店,FALSE,嘉兴市,海昌南路365号,NA,NA,314400,30.500586,120.69281,22:30:00,07:30:00
1006486,北京欧陆时尚店,FALSE,北京市,顺义区,一层L105和L106单元,裕祥路99号,101312,40.066965,116.547712,22:00:00,08:00:00
1006504,台州温岭千禧店,FALSE,台州市,太平街道东城路20号,NA,NA,317500,28.367906,121.365997,22:30:00,08:00:00
1006505,宁波北岸财富中心店,FALSE,宁波市,江北区,NA,北岸财富中心120号,315000,29.892011,121.551576,22:00:00,07:00:00
1006506,北京南站第六咖啡店,FALSE,北京市,丰台区,换乘层7号出站口北侧区域的单元,北京南站,100054,39.864301,116.379917,22:00:00,07:00:00
1006511,正大广场B2店,FALSE,上海市,浦东新区,正大广场B2-05单元,陆家嘴西路168号,200120,31.237325,121.499723,22:00:00,09:30:00
1006515,沈阳茂业金廊店,FALSE,沈阳市,沈河区,一层L127单元,青年大街185号,110014,41.764396,123.43617,21:30:00,07:30:00
1006520,南京华灯坊店,FALSE,南京市,建邺区,NA,江东中路236号,210000,31.998132,118.72244,21:00:00,08:00:00
1006521,张家港购物公园店,FALSE,苏州市,沙洲西路368号,NA,购物公园克拉克水岸A107~108铺位,223001,31.8683,120.517153,22:00:00,08:00:00
1006538,大华乐购店,FALSE,上海市,宝山区,乐购大华店第一层的S1、S2单元,大华路518号,200442,31.271034,121.414336,22:00:00,07:00:00
1006540,台州意得店,FALSE,台州市,椒江区,NA,天和路88号,318000,28.653098,121.412954,23:00:00,07:30:00
1006547,武汉光谷世界城三期店,FALSE,武汉市,东湖新技术开发区,光谷世界城意大利风情街3号楼1层,珞瑜路,430000,30.502332,114.406413,23:00:00,08:00:00
1006564,宁波慈溪绿城慈园店,FALSE,宁波市,浒山路256~262号,NA,NA,315000,30.171072,121.240428,22:00:00,07:30:00
1008065,北京科学院南路店,FALSE,北京市,海淀区,融科资讯中心B座1层019单元,科学院南路6号,100871,39.983547,116.326724,21:00:00,07:30:00
1008075,郑州正道花园道店,FALSE,郑州市,金水区,正道花园百货一层,花园路8号,450003,34.769418,113.68243,22:00:00,08:00:00
1008094,西安北大街店,FALSE,西安市,莲湖区,新世界百货一层,北大街88号,710000,34.263641,108.946559,23:30:00,07:30:00
1008150,西安开元商城西旺店,FALSE,西安市,莲湖区,NA,西关正街57号,710000,34.259204,108.911674,23:00:00,07:30:00
1008153,南车站路店,FALSE,上海市,上海市黄浦区,NA,南车站路600弄20号F栋甲,200011,31.203118,121.493967,21:00:00,07:00:00
1008158,青岛科润城分店,FALSE,青岛市,胶州市,润城小区1号楼商业单元一层145，149户,广州南路26号,266300,36.284239,120.009316,22:00:00,08:30:00
1008165,陆家嘴世纪金融广场店,FALSE,上海市,上海浦东新区,1层03A单元,杨高南路759号,200127,31.213403,121.534608,20:00:00,07:00:00
1008207,杭州下沙和达城店,FALSE,杭州市,经济技术开发区,下沙和达城,2号大街999号天和达城一至二层,310018,30.309215,120.347377,22:00:00,07:00:00
1008255,成都金沙西单百货,FALSE,成都市,青羊区,西单商场1-2F,苏坡东路7号,610000,30.674346,103.999841,23:00:00,07:30:00
1008265,越洋广场1F店,FALSE,上海市,静安区,越洋广场,南京西路1601号越洋广场1楼1I室,200040,31.22321,121.447233,22:00:00,07:00:00
1008267,南汇工业园店,FALSE,上海市,沪南公路8666弄16号,NA,研发楼1楼101单元,201300,31.034288,121.687593,18:00:00,08:30:00
1008280,陆家嘴公馆店,FALSE,上海市,浦东新区,陆家嘴公馆,张杨路1550号,200135,31.23465,121.540683,22:00:00,07:00:00
1008286,南通八佰伴店,FALSE,南通市,崇川区,南通八佰伴1楼1-1铺位,人民中路47号,226000,32.017261,120.865899,22:30:00,07:00:00
1008289,天津滨海金元宝于家堡店,FALSE,天津市,滨海新区,于家堡金元宝购物中心一层A01单元,塘沽新港路276号,300046,39.004865,117.698717,22:00:00,08:30:00
1008290,天津塘沽金元宝金街店,FALSE,天津市,滨海新区,塘沽金元宝商厦一层,塘沽解放路668号,300457,39.018191,117.666447,22:00:00,08:30:00
1005817,扬州瘦西湖文化广场店,FALSE,扬州市,江苏省扬州市,NA,邗江区大虹桥路18号,225000,32.40203,119.430498,23:00:00,07:30:00
1005820,长沙芙蓉南路天虹百货店,FALSE,长沙市,天心区,天虹百货一楼,芙蓉南路368号,410000,28.135698,112.986988,22:30:00,07:30:00
1005831,济南遥墙机场店,FALSE,济南市,历称区,C-13单元,遥墙机场候机楼一层到大厅（5、6号门对面）,250017,36.852381,117.211205,22:30:00,08:00:00
1005837,武汉汉街万达知音广场店,FALSE,武汉市,武昌区,知音广场J3-5-16号,汉街武汉中央文化旅游区,430000,30.557811,114.339852,22:00:00,08:00:00
1005948,福州泰禾广场分店,FALSE,福州市,晋安区,泰禾城市广场地上第一层的 L-110 单元,坂中路6号,350012,26.133011,119.317786,23:00:00,07:30:00
1005952,北京房山北关西路咖啡店,FALSE,北京市,房山区,华冠购物中心一层,良乡北关西路14号,102401,39.735436,116.139267,21:00:00,08:00:00
1005954,苏州圆融星座店,FALSE,苏州市,工业园区,圆融星座广场,旺墩路269号,215000,31.318904,120.717435,22:00:00,10:00:00
1005957,长春中东桂林路店,FALSE,长春市,朝阳区,一层、二层,同志街2288号,130001,43.868553,125.318595,22:00:00,07:30:00
1006022,哈尔滨红博会展咖啡店,FALSE,哈尔滨,南岗区,红博一层金座11-1单元,哈尔滨市南岗区红旗大街301号,150001,45.754683,126.699044,21:00:00,09:00:00
1006037,厦门双涵分店,FALSE,厦门市,思明区,NA,福建省厦门市思明区厦禾路 983 号102 单元,361000,24.473247,118.118871,23:00:00,07:30:00
1006047,无锡苏宁广场店,FALSE,无锡市,崇安区,苏宁广场,人民中路111号苏宁广场113-114,214000,31.575891,120.303477,22:00:00,07:00:00
1006101,无锡茂业购物中心店,FALSE,无锡市,南长区,茂业购物中心,清扬路128号L1-30单元,214013,31.550185,120.310105,22:00:00,07:00:00
1008347,北京东北旺西路咖啡店,FALSE,北京市,海淀区,4号楼一层101-01,东北旺西路8号,NA,40.047294,116.295226,20:00:00,07:30:00
1008356,郑州丹尼斯大卫城,FALSE,郑州市,郑州市,丹尼斯大卫城B1F-35,二七路188号,710000,34.757024,113.665837,22:30:00,09:00:00
1008363,北京爱思开大厦店,FALSE,北京市,朝阳区,SK大厦2层,建国门外大街甲6号1幢,100022,39.907637,116.456808,20:00:00,07:00:00
1008402,扬州珍园店,FALSE,扬州市,广陵区,NA,文昌中路492号,225001,32.394544,119.438459,23:00:00,08:00:00
1008410,近铁城市广场店,FALSE,上海市,普陀区,近铁城市广场,真北路818号B2层06\22单元,200062,31.232502,121.382467,22:00:00,07:00:00
1008453,常州万博百货店,FALSE,常州市,天宁区,万博百货,延陵西路8号,213000,31.77638,119.961901,20:30:00,07:30:00
1008471,台州温岭银泰城店,FALSE,台州市,中华路728号,NA,NA,317500,28.392374,121.361857,22:00:00,08:00:00
1008473,宁波余姚五彩城店,FALSE,宁波市,城东路888号1F-117,NA,NA,315000,30.066561,121.178738,22:00:00,07:00:00
1008479,宁波皇冠大厦店,FALSE,宁波市,高新区,皇冠大厦一楼,江南路1106号,315000,29.88811,121.623164,22:00:00,07:00:00
1008483,苏州繁花中心店,FALSE,苏州市,相城区,NA,人民路4555号苏州繁花中心一层1001-4单元,215100,31.360244,120.607222,22:30:00,08:00:00
1007231,福州长乐机场分店,FALSE,福州市,福州市,"""国内隔离区三楼文化长廊N3-2 地块",长乐国际机场候机楼内,350000,25.929703,119.673902,22:00:00,06:30:00
1007237,深圳大梅沙奥特莱斯店,FALSE,深圳市,盐田区,海丽晶商住园F101-S,大梅沙,518000,22.598387,114.30874,22:00:00,08:00:00
1007238,成都天府水街店,FALSE,成都市,高新区天府一街699号,及8栋（2-5-5）单元,铁像寺水街一期2区7栋(2-5-2),610041,30.558274,104.049783,22:00:00,08:00:00
1007257,深圳世纪汇分店,FALSE,深圳市,福田区,世纪汇广场商场第一层113号商铺,深圳中路北中航路西,518000,22.541795,114.083479,22:30:00,07:30:00
1007259,广州保利中汇分店,FALSE,广州市,天河区,保利中汇广场一层的21、22、23、24 单元,林和西路 153、155 和157 号,510000,23.14919,113.323433,22:00:00,07:00:00
1007266,福州元洪东百分店,FALSE,福州市,台江区,元洪城商场地下一层的 04 单元,瀛洲街道台江路 95 号,350001,26.052359,119.315555,23:00:00,08:00:00
1007396,珠海富华里店,FALSE,珠海市,香洲区,中海富华里3-105铺,九州大道,519000,22.234667,113.540555,23:00:00,07:30:00
1007399,深圳龙华九方分店,FALSE,深圳市,龙华区,龙华九方L1层L100号,明治街道人民路2020号,518000,22.62819,114.021961,22:30:00,07:30:00
1007415,泉州中骏世界城分店,FALSE,泉州市,丰泽区,地上第一层的 M1-1 单元,中骏世界城Shopping Mall,362000,24.923373,118.6624,23:00:00,07:30:00
1007427,海口盛达景都分店,FALSE,海口市,美兰区,第一层C1-6和第二层的C2-5单元,美苑路6号,570000,20.016951,110.374169,23:00:00,08:00:00
1007580,北京中关村南大街咖啡店,FALSE,北京市,海淀区,北京国际大厦一层C座01-101单元,中关村南大街18号,100044,39.953637,116.324667,20:30:00,08:00:00
1007595,北京西站第一咖啡店,FALSE,北京市,丰台区,北京西站通廊7-1号,莲花池路18号,100073,39.896099,116.320952,22:00:00,07:00:00
1007712,北京南四环西路咖啡店,FALSE,北京市,丰台区,1层（01）101区域内的01单元,南四环西路118号一区31号楼,100000,39.827294,116.286987,19:00:00,07:30:00
1007776,北京北辰东路第二咖啡店,FALSE,北京市,朝阳区,16号楼一层101单元,北辰东路8号院,100029,39.994616,116.405049,19:00:00,07:30:00
1007778,青岛海上嘉年华店,FALSE,青岛市,漓江西路1134号海上嘉年华一楼,NA,NA,266000,35.936265,120.175354,21:30:00,09:30:00
1007820,北京复兴路咖啡店,FALSE,北京市,海淀区,凯德精品商场1层西侧,复兴路51号,100036,39.908172,116.296797,22:00:00,10:00:00
1007826,广州铂丽廊广场分店,FALSE,广州市,海珠区,铂丽廊广场首层的101单元-自编106号,"滨江东路912-974号,红梅路2-6号",51000,23.103457,113.313174,22:30:00,07:00:00
1007846,江桥老街店,FALSE,上海市,嘉定区,4幢101、102、109铺位,虞姬墩路505号,201803,31.255072,121.342172,22:00:00,07:00:00
1007857,连云港嘉瑞宝广场店,FALSE,连云港市,连云区,嘉瑞宝广场,中山西路111号嘉瑞宝广场一层,222042,34.738398,119.36972,22:00:00,07:30:00
1006122,深圳百花店,FALSE,深圳市,福田区,百花园一期首层L101,百花二路,518000,22.554004,114.095033,22:30:00,07:00:00
1006126,虹口龙之梦店,FALSE,上海市,虹口区,虹口龙之梦,西江湾路388号 (A)01层10/55号,200080,31.270646,121.478488,22:00:00,10:00:00
1006127,浦江科技广场店,FALSE,上海市,闵行区,浦江园内,陈行路2388号1幢1层101室,201114,31.096896,121.508541,20:00:00,07:00:00
1006140,隆宇太阳城店,FALSE,上海市,闸北区,“隆宇国际商务广场”中101-07号商铺,恒丰路299号,200070,31.242598,121.456456,22:00:00,07:00:00
1006157,佛山铂顿店,FALSE,佛山市,禅城区,铂顿城第一层1F033、034单元,建新路111号,528000,23.026879,113.113867,22:30:00,07:30:00
1006228,保定万博广场店,FALSE,保定市,新市区,零售商区的第一层,朝阳北大街99号,071000,38.87495,115.469687,22:00:00,08:30:00
1006334,深圳机场第三航站楼三店,FALSE,深圳市,宝安区,空港8道地面交通中心二楼GTC-201室,宝安国际机场,518218,22.624916,113.816074,01:00:00,07:30:00
1006419,昆山三角塔店,FALSE,苏州市,人民南路96-2号,NA,昆山三角塔,215300,31.373726,120.957709,21:30:00,07:00:00
1006457,苏州万科美好店,FALSE,苏州市,苏州市工业园区,NA,中新大道西229号,215000,31.305505,120.65323,22:00:00,08:00:00
1006592,哈尔滨衡山万达咖啡店,FALSE,哈尔滨,南岗区,NA,赣水路68号,150001,45.740409,126.678167,21:00:00,08:30:00
1006657,无锡万象城店,FALSE,无锡市,滨湖区,万象城,金石路88号万象城,214000,31.512818,120.282005,22:00:00,08:00:00
1006660,虹桥国际商务广场店,FALSE,上海市,闵行区,B座101室,合川路2679号,200333,31.167416,121.383433,20:00:00,07:00:00
1006677,南昌世茂广场店,FALSE,南昌市,红谷滩新区,南昌世茂广场一层119号,红谷中大道1706号,330000,28.693039,115.867644,22:00:00,08:30:00
1006698,雁荡路店,FALSE,上海市,雁荡路99号,NA,NA,200020,31.219155,121.470156,20:00:00,07:00:00
1006712,盐城新世界百货店,FALSE,盐城市,亭湖区,新世界百货1层31号铺位,建军西路1号,NA,33.381018,120.124323,NA,NA
1006738,世博源店,FALSE,上海市,浦东新区,L1层3L130室,世博大道1368号,200126,31.182381,121.493431,22:00:00,08:00:00
1007213,重庆英利国际广场店,FALSE,重庆市,渝中区,NA,大坪正街19号英利国际广,400000,29.540544,106.516664,22:00:00,07:30:00
1008507,金外滩花园店,FALSE,上海市,黄浦区,NA,老太平弄100号,NA,31.223433,121.501389,21:30:00,07:00:00
1008510,金华万达店,FALSE,金华市,李渔东路366号,NA,NA,321000,29.088872,119.675586,23:00:00,07:30:00
1008527,杭州西溪新座店,FALSE,杭州市,西湖区,西溪新座,西溪路546号2-102和2-103-1,310000,30.269056,120.111755,22:00:00,07:30:00
1008710,南宁吴圩机场店,FALSE,南宁市,江南区,出发厅CF-47、CF-48,吴圩国际机场新航站楼,530000,22.610641,108.170893,22:30:00,07:00:00
1015749,嘉兴嘉善东方大厦店,FALSE,嘉兴市,浙江省嘉兴市,NA,嘉善县谈公北路18号一层一单元,314100,30.843776,120.928412,22:00:00,08:00:00
1015769,常州星河国际店,FALSE,常州市,江苏省常州市,9幢1楼L1C-032号铺位,武进区武宜北路星河城市花园五区,213000,31.715588,119.94146,22:00:00,08:00:00
1015772,杭州天城国际店,FALSE,杭州市,杭州市江干区,江干区,机场路119-131号第一层A-15号商铺,310000,30.285976,120.192692,22:30:00,07:30:00
1015802,新研大厦店,FALSE,上海市,上海市徐汇区,NA,桂箐路65号一层107B号商铺和二层202-9号商铺,200233,31.172726,121.405237,19:00:00,07:00:00
1015819,永德弘基广场店,FALSE,上海市,上海市闵行区,闵行区,永德路419号109室,200241,31.041194,121.456363,22:00:00,07:00:00
1015820,苏州久光百货店,FALSE,苏州市,江苏省苏州市,NA,工业园区旺墩路268号1A-M09室,215000,31.31965,120.714222,22:00:00,08:00:00
1015830,浙大宁波理工学院店,FALSE,宁波市,浙江省宁波市,图书馆1楼1室,鄞州区钱湖南路1号浙江大学宁波理工学院,315100,29.814545,121.57531,22:00:00,08:00:00
1015842,SOHO东海店,FALSE,上海市,上海市静安区,NA,铜仁路299号大堂部位11-1,200041,31.226759,121.448493,20:00:00,07:00:00
1015851,苏州相城欧尚店,FALSE,苏州市,江苏省苏州市,苏州相城欧尚1F1001单元,相城区齐门北大街228号,215000,31.351382,120.623372,21:30:00,08:00:00
1015871,长沙开福万达II店,FALSE,长沙市,开福区,开福万达2号门旁1楼,中山路589号,410007,28.198032,112.970234,22:00:00,07:30:00
1015874,东莞黄江天虹店,FALSE,东莞市,黄江镇,天虹商场第1层01单元,板湖村富康花园,NA,22.914063,114.013442,22:30:00,08:30:00
1015959,台州椒江锦江百货店,FALSE,台州市,浙江省台州市,NA,"椒江区解放南路251,255号",317700,28.674087,121.437652,22:00:00,07:30:00
1015962,北京金融大街店,FALSE,北京市,西城区,1层106-01单元,金融大街9号楼,100032,39.919001,116.358995,20:00:00,07:30:00
1015964,苏州竹园路店,FALSE,苏州市,江苏省苏州市,苏州创业园1号楼一层C单元,高新区竹园路209号,215000,31.276832,120.539108,20:00:00,07:00:00
